,Tweet Posted Time (UTC),Tweet Content,Tweet Location
34949,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Daman and Diu
34950,22/03/2020,Right now I have been living in Daman and Diu and it is totally lockdown since yesterday evening.,Daman and Diu
34951,22/03/2020,@CMOMaharashtra @DGPMaharashtra Immediate decision to be taken for lockdown as other states are taking  to stop spreading of #COVIDã¼19 #COVID19outbreak,Daman and Diu
34952,22/03/2020,Sir. Post tomorrows Janata Curfew  please lock down the country for 15 days  else we are in deep deep trouble. Time to act  else country is not going to pardon the government. Do what is right immeditely  no time for nice words! @narendramodi @drharshvardhan @prafulkpatel,Daman and Diu
38264,22/03/2020,@PMOIndia @WHO success of #JantaCurfew will be leveraged only if everything in india stays in curfew for nxt 14days. if this is done graph of covid-19 will steeply reverse on April 4. @narendramodi put your best foit fwd NOW. #coronavirus,Daman and Diu
38265,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus ,Daman and Diu
38266,22/03/2020,huge sound of taali and thali in my area  we all appreciate the efforts of healthcare industries and social workers during this tough time. It was like India got independent again #JantaCurfew #coronavirus,Daman and Diu
38267,22/03/2020,RT if you felt a lump in your throat. The feeling that being Indian is not limited to seeing the flags on 15 August & 26 January. #JantaGratitude #JantaCurfew #TaaliBajao #coronavirus,Daman and Diu
38268,22/03/2020,People coming out in balconies and windows supporting the Janta curfew.. The feeling is same as we feel looking at our national flag. We stand together in isolation and will fight back the corona virus.#CoronavirusPandemic #JantaCurfew â at Vapi,Daman and Diu
38269,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Daman and Diu
38270,22/03/2020,Citizens of Valsad support the Janta curfew for fight against corona virus. Stay home  keep social distancing  stay safe and healthy. @PMOIndia @CKharsan,Daman and Diu
38271,22/03/2020,@PMOIndia @WHO success of #JantaCurfew will be leveraged only if everything in india stays in curfew for nxt 14days. if this is done graph of covid-19 will steeply reverse on April 4. @narendramodi put your best foit fwd NOW. #coronavirus,Daman and Diu
38272,22/03/2020,@indiatvnews @RajatSharmaLive @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight agai,Daman and Diu
38273,22/03/2020,@aajtak @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...ja,Daman and Diu
38274,22/03/2020,@PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...jay hind..,Daman and Diu
38275,22/03/2020,THANK YOU INDIA. You all did a great job until now. Lets follow the instructions of the Government & STAY SAFE. #5baje5minute #Covid_19india #JantaCurfew,Daman and Diu
38276,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona,Daman and Diu
38277,22/03/2020,@dmhsdnh @SandeepSingh_me @prafulkpatel for precaution of Covid-19 sanitization campaign required to all roads  Society  Public places  Gardens  Town n all villages of DNH. @MohanDelkar @SMC_SIL @Comdoab @DP_DNH @MoHFW_INDIA @hashtaguts @dnhdaman @krunald,Daman and Diu
38278,22/03/2020,@collectorvalsad @narendramodi @CMOGuj @InfoValsadGoG @mygovindia where are we heading? Despite #JantaCurfewMarch22 cases are rising. We need total lockdown nationwide. Thats the only way this chain will be broken. Save the people..!!! ,Daman and Diu
38279,22/03/2020,lockdown deaclared so far for some states those up to 31st but in WB it is upto 27th  is there any special formula?,Daman and Diu
38280,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus,Daman and Diu
38281,22/03/2020,@SMC_SIL @dnhaveli_admin Maharashtra  Rajasthan  Punjab lockout. Take decision for Lockdown of DNH to stop spreading of #COVID19outbreak #COVIDã¼19,Daman and Diu
38282,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Daman and Diu
38283,22/03/2020,Right now I have been living in Daman and Diu and it is totally lockdown since yesterday evening.,Daman and Diu
38284,22/03/2020,@CMOMaharashtra @DGPMaharashtra Immediate decision to be taken for lockdown as other states are taking  to stop spreading of #COVIDã¼19 #COVID19outbreak,Daman and Diu
38285,22/03/2020,Sir. Post tomorrows Janata Curfew  please lock down the country for 15 days  else we are in deep deep trouble. Time to act  else country is not going to pardon the government. Do what is right immeditely  no time for nice words! @narendramodi @drharshvardhan @prafulkpatel,Daman and Diu
41018,23/03/2020,Whoever is playing Plague Inc. Please stop! #COVIDIOTS #COVIDã¼19 #LockdownNow #HowToEnd_CoronaPandemic #StayHomeIndia #Italy #coronavirus,Daman and Diu
41019,23/03/2020,Just understand from this that we are in trouble  The only medicine of corona virus is to stay in your home And please follow the instructions of the Government of India #Plz_India_stay_home #coronavirusinindia #CoronavirusOutbreak #Covid_19india #COVID19outbreak #COVIDã¼19,Daman and Diu
41020,23/03/2020,See the importance of social distancing... #coronavirus #Coronaindia,Daman and Diu
41021,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Daman and Diu
41022,23/03/2020,Precaution is better than cure. #IndiaFightsCorona #COVID19 ,Daman and Diu
41023,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Daman and Diu
41024,23/03/2020,Precaution is better than cure. #IndiaFightsCorona #COVID19,Daman and Diu
41025,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona ,Daman and Diu
43179,23/03/2020,Just understand from this that we are in trouble  The only medicine of corona virus is to stay in your home And please follow the instructions of the Government of India #Plz_India_stay_home #coronavirusinindia #CoronavirusOutbreak #Covid_19india #COVID19outbreak #COVIDã¼19,Daman and Diu
43180,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona,Daman and Diu
43181,23/03/2020,People saying that Nostradamus predicted covid-19 500 years ago should understand that Nostradamus made prophecies using sentences that could be deciphered in multiple ways and itâs evident that one deciphers such prophecies only by keeping current,Daman and Diu
43182,23/03/2020,It is totally strange thing   when whole world people are lockdown. why is share market open????,Daman and Diu
43183,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Daman and Diu
43184,23/03/2020,Requesting PM Shri Narendra Modi to implement Lockdown in a strict manner.. â at Low Price Super Stores,Daman and Diu
46057,23/03/2020,Whoever is playing Plague Inc. Please stop! #COVIDIOTS #COVIDã¼19 #LockdownNow #HowToEnd_CoronaPandemic #StayHomeIndia #Italy #coronavirus,Daman and Diu
46058,23/03/2020,Just understand from this that we are in trouble  The only medicine of corona virus is to stay in your home And please follow the instructions of the Government of India #Plz_India_stay_home #coronavirusinindia #CoronavirusOutbreak #Covid_19india #COVID19outbreak #COVIDã¼19,Daman and Diu
46059,23/03/2020,See the importance of social distancing... #coronavirus #Coronaindia,Daman and Diu
46060,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Daman and Diu
46061,23/03/2020,Just understand from this that we are in trouble  The only medicine of corona virus is to stay in your home And please follow the instructions of the Government of India #Plz_India_stay_home #coronavirusinindia #CoronavirusOutbreak #Covid_19india #COVID19outbreak #COVIDã¼19,Daman and Diu
46062,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona,Daman and Diu
46063,23/03/2020,People saying that Nostradamus predicted covid-19 500 years ago should understand that Nostradamus made prophecies using sentences that could be deciphered in multiple ways and itâs evident that one deciphers such prophecies only by keeping current,Daman and Diu
46064,23/03/2020,It is totally strange thing   when whole world people are lockdown. why is share market open????,Daman and Diu
46065,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Daman and Diu
46066,23/03/2020,Requesting PM Shri Narendra Modi to implement Lockdown in a strict manner.. â at Low Price Super Stores,Daman and Diu
48188,24/03/2020,You people ate alive rat dog  snake  crocodile cow  bats etc. 280 words not enough for your brutality. Every single virus and flue spread to the world is and was come from #china why. The world is watching you. 1st #coronavirus now #Hantavirus. Plz don't be rude to other's.,Daman and Diu
48189,24/03/2020,Nobodyâs as happy as all the OTT platforms! #CoronavirusLockdown #coronavirus #COVID2019,Daman and Diu
48190,24/03/2020,Dear China  Please Don't eat everything that moves. A sincere request from a common man from India . #Covid19India #COVIDIDIOTS #LockdownNow #coronavirus #COVIDã¼19 #COVID2019 #China #Italy #lockdown #Corona #Hanta_Virus #Hantavirus,Daman and Diu
48191,24/03/2020,And spread corona virus ,Daman and Diu
48192,24/03/2020,Director of KRRISH 3 suggested to make vaccine of Coronavirus from the blood of this immortal man! ,Daman and Diu
48193,24/03/2020,@JayantiRavi @vnehra @ibijalpatel we have planned to launch a application which can useful to help government in this pandemic covid-19 situation. We want to discuss with you &amp; need official permission. Thanks to you. @AmdavadAMC #COVIDã¼19 #COVIDIDI,Daman and Diu
