Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
30928,21-03-2020,Support The Janta Cerfue. Stay Safe. Stay at Home. #breakthechains #corona #covid_19 #leapkreationsdesigns #leapkreations #hconcepts #india @Leap Kreations Digital Marketing Agency https://www.instagram.com/p/B9_33JJnt7j/?igshid=10khumjjd28ti,Madhya Pradesh
30929,21-03-2020,Support The Janta Cerfue. Stay Safe. Stay at Home. #breakthechains #corona #covid_19 #leapkreationsdesigns #leapkreations #hconcepts #india @H Concepts Technologies https://www.instagram.com/p/B9_3bEnlXzM/?igshid=v6o6z3rclsy0,Madhya Pradesh
30930,21-03-2020,A pandemic like #Covid_19 needs to be looked at from multiple perspective in order to draw lessons for future. Our team at @IIM_I along with researchers from US  Australia &amp; Japan will study the responses of countries  organizations &amp; #leaders to this pandemic and draw insights.,Madhya Pradesh
30931,21-03-2020,As #IndiaFightsCorona  let us do our bit to defeat COVID-19. Stay indoors on 22 March from 7am to 9pm. Encourage your friends and relatives too. This is our movement  we will win  together! @PMOIndia @narendramodi @drharshvardhan @WHO @HMOIndia @bjppradeepjoshi @CMODelhii,Madhya Pradesh
30932,21-03-2020,ððð ðððð! #staysafestayhome #stayhome #coronavirus #coronavirusindia #workfromhome #covid #covid19 @Mhow https://www.instagram.com/p/B9_xbhHl0Ye/?igshid=33mocniquvco,Madhya Pradesh
30933,21-03-2020,ððð ðððð! #staysafestayhome #stayhome #coronavirus #coronavirusindia #workfromhome #covid #covid19 @Mhow https://www.instagram.com/p/B9_xAnhltdG/?igshid=1fn64fgjh2hl5,Madhya Pradesh
30934,21-03-2020,ððð ðððð! #staysafestayhome #stayhome #coronavirus #coronavirusindia #workfromhome #covid #covid19 @Mhow https://www.instagram.com/p/B9_wsfHFML8/?igshid=1k1fbk31davlr,Madhya Pradesh
30935,21-03-2020,Support The Janta Cerfue. Stay Safe. Stay at Home. #breakthechains #corona #covid_19 #leapkreationsdesigns #leapkreations #hconcepts #india @H Concepts Technologies https://www.instagram.com/p/B9_cYlFlq2C/?igshid=1mtxmnb3c3qw4,Madhya Pradesh
30936,21-03-2020,Very dangerous but important #WarAgainstVirus #KanikaKaCoronaCrime #Covid_19 #coronavirusindia #pmoindia,Madhya Pradesh
30937,21-03-2020,Where are the politicians? They were all over the place before Covid-19 checked in  addressing crowds reggae this reggae that.Can't they now 'subsidize' life for those crowds who're struggling as a result of the restriction measures? Even distributing FREE sanitizes&amp;other basics?,Madhya Pradesh
30938,21-03-2020,"Other Countries - Taking Covid-19  Corona Measures Seriously My Country - Girls On Instagram ""DON'T GET OFFENDED IF I DIDN'T TAGGED YOU"" #24 hours Challenge #CoronaStopKaroNa #lockdown #StaySafeStayHome",Madhya Pradesh
30939,21-03-2020,Great Initiative but need to increase little manpower as people are standing in queue in Manorma Hospital  Indore since hours and its not moving.,Madhya Pradesh
30940,21-03-2020,@narendramodi @PMOIndia @WHO @MoHFW_INDIA There should be strict ban on consuming  selling on Non-veg and Strict ban on all Slaughter Houses! #covid_19 #CoronaStopKaroNa #CoronavirusOutbreakindia #coronavirusindia #Coronafighters #JantaCurfew #JantaCurfew,Madhya Pradesh
30941,21-03-2020,Lockdown is neccessary but what will happen to the daily wages worker. What will.he eat if he doesn't get his money by the evening. ??? We must provide food too ??#CoronaUpdatesInIndia,Madhya Pradesh
30942,21-03-2020,Fine  a great step but at the same time the daily wages workers need food to eat. If the lock down continues then Govt must provide food to them. Rather than money food supplies to maintained by Govt. Kudos @myogiadityanath,Madhya Pradesh
30943,21-03-2020,"Other Countries - Taking Covid-19  Corona Measures Seriously My Country - Girls On Instagram ""DON'T GET OFFENDED IF I DIDN'T TAGGED YOU"" #24 hours Challenge #CoronaStopKaroNa #lockdown #StaySafeStayHome",Madhya Pradesh
30944,21-03-2020,@incometax_mpcg @nsitharamanoffc @Anurag_Office @narendramodi @ianuragthakur @IncomeTaxIndia Entire country is in lock down situation but I have received trail message. Should Govt expect CA and ADV to work in office and opt for scheme ,Madhya Pradesh
30945,21-03-2020,Bread Sticks made by my little one.....Using up Lockdown time in the best possible way by getting kids involved in cooking...also helps in them becoming less cranky She did enjoy rolling these up and eventuallyâ¦ https://www.instagram.com/p/B9--59TlghO/?igshid=kfswwtva4m1g,Madhya Pradesh
40379,22-03-2020,U shut up motherfucker son of a bitch Teri pehen daa Landha spreading hatred everywhere. Dumbass #Coronavirus to the World ,Madhya Pradesh
40380,22-03-2020,#foolishpeople #jantacurfew22march #coronavirusindia #coronavirus #Shame on you #Indore,Madhya Pradesh
40381,22-03-2020,Many people who i know will not be dead with corona virus but definitely die from not getting alcohol or cigarettes because of the lockdown. so just try to stay alive #LockdownNow #StayHomeStaySafe #coronavirusindia #JantakaCurfew #CoronaUpdatesInIndia #Goosebumps,Madhya Pradesh
40382,22-03-2020,"Fight off #CoronaVirus  the @iamsrk 's style ""Inshallah we shall overcome this "" The way he say this &amp; Shah Rukh ne bol dia ab sb sahi ho jaegaa bahut jaldi Good Night Jaaan..swtdreams take care #StayHomeStaySafe #StayHealthy Love youuuuu ",Madhya Pradesh
40383,22-03-2020,Sir this is First scientific explanation on corona virus...clear all myth n confusion.. https://youtu.be/ZvzUWKzLvlQ #india need scientists #fight against corona,Madhya Pradesh
40384,22-03-2020,Sir this is First scientific explanation on corona virus...clear all myth n confusion.. https://youtu.be/ZvzUWKzLvlQ,Madhya Pradesh
40385,22-03-2020,First scientific explanation on corona virus...clear all myth n confusion.. https://youtu.be/ZvzUWKzLvlQ,Madhya Pradesh
40386,22-03-2020,First scientific explanation on corona virus.. Dr hitesh verma phd iisc banglore post doctoral epfl Switzerland.. Pls listen carefully .. It's clear your myth n confusion.. https://youtu.be/ZvzUWKzLvlQ,Madhya Pradesh
40387,22-03-2020,We proud to announce that our team build a great App to monitor and track covid19 World Wide. Now it's your duty to share this App as much as you can.! Download now - http://coronalatestupdate.com #coronavirus #coronabaskarona #covid19 #covid19outbreak #pandemic #cases #india #who,Madhya Pradesh
40388,22-03-2020,Dear @PMOIndia @narendramodi Sir  Now India ready for fight against #Corona_Virus   we are all #Indians are ready for lockdown our country for fighting Corona Virus.. I requested you to please continue this campaign for more days.,Madhya Pradesh
40389,22-03-2020,Really as CORONA VIRUS is a threat CONGRESS VIRUS is a double threat..shame to u..in this difficult tym u canât refrain from low politics..,Madhya Pradesh
40390,22-03-2020,Dangerous Disease of Corona Virus -- Altrnative Therapy by Om Prakash Gupta contd. Part - 2 ,Madhya Pradesh
40391,22-03-2020,Dangerous disease of Corona Virus and alternative therapy by Om prakash Gupta Part - 1 ,Madhya Pradesh
40392,22-03-2020,Dear @PMOIndia @narendramodi Sir  Now India ready for fight against #Corona_Virus   we are all #Indians are ready for lockdown our country for fighting Corona Virus.. I requested you to please continue this campaign for more days.,Madhya Pradesh
40393,22-03-2020,Dear #india_Prime_Minister #Narendra_Modi Sir  Now India ready for fight against #Corona_Virus   we are all #Indians are ready for lockdown our country for fighting Corona Virus.. I requested you to please continue this campaign for more days.,Madhya Pradesh
40394,22-03-2020,"#SantRampalJi_CanEndCorona ""An appeal to the Prime Minister of India End of The Corona Virus Pandemic"" ",Madhya Pradesh
40395,22-03-2020,I will appreciate if noise makers dare to question to the govt of india about what kind of further steps going to be implemented to prevent corona virus by the government or people will continue to play Thali at home.,Madhya Pradesh
40396,22-03-2020,To join the fight against coronavirus  I have taken the Janta Curfew Pledge and committed myself towards keeping the country safe. You can also take the pledge at https://pledge.mygov.in/janatacurfew/ https://pledgeapi.mygov.in/api/v2/janatacurfew/share/individual/8425685327 via @mygovindia,Madhya Pradesh
40397,22-03-2020,#SantRampalJi_CanEndCorona Know the symptoms  updates  and Spiritual cure for the Novel Coronavirus 2020 pandemic/outbreak COVID-19 in India with the Knowledge of Saint Rampal Ji. ,Madhya Pradesh
40398,22-03-2020,Thank you to all the Doctors  people working in emergency services and everyone fighting against Corona virus #JanataCurfew #Covid_19india #coronavirus ,Madhya Pradesh
40399,22-03-2020,Did you guys got gosebumps?? #coronaVirus #Thanking_Great_People,Madhya Pradesh
40400,22-03-2020,Nkd - High Alert (Original Mix) Out Now Download Now https://hearthis.at/djnkd/nkd-high-alertoriginal-mix/M8E/ As Its A Corona VIrus Alert Everywhere just a Good Vibe @Indore  India https://www.instagram.com/p/B-CZC4IJ_U-/?igshid=1b3b09ki8dbzg,Madhya Pradesh
40401,22-03-2020,#SantRampalJi_CanEndCorona Lord RampalJi Whether it is corona virus or cancer?Any dangerous disease  if you are in the shelter of Saint RampalJi Maharaj then always be safe. Supreme God RampalJi Saheb Only Saint RampalJi maharaj can save the world watch sadhana tv7:30pm @PMOIndia,Madhya Pradesh
40402,22-03-2020,Dear PM @narendramodi we value your words by doing janta Curfew at out home..Lets stand united against fighting Coronavirus #coronavirusindia #JantaCurfewPledge #JantaCurfew #JantaCurfewMarch22,Madhya Pradesh
40403,22-03-2020,"Corona ne poore desh ko pareshan kar diya ""Modi Ji"" ne poore desh ko unite kar diya 5pm - 5min.. It was a grrt initiative to aware ppl to fight against China Virus. Thanks to all ppl.. .. #coronavirus #who #awareness #staysafe #covid19 #modi #precautions #jantacurfew",Madhya Pradesh
40404,22-03-2020,#SantRampalJi_CanEndCorona Corona virus is a very dangerous and deadly disease. Millions of people have died due to this virus. Come to the shelter of Saint Rampal Ji Maharaj and do true devotion and protect yourself. Must watch sadhana channel 7:30to8:30pm ,Madhya Pradesh
40405,22-03-2020,I have tears in my eyes as I hear the overwhelming show of gratitude in the sound of conch shells and thalis around me. Thank you to all those on the frontline fighting #Coronavirus Thank you @narendramodi Ji for showing us what good leadership can achieve. @narendramodi -:,Madhya Pradesh
40406,22-03-2020,I have tears in my eyes as I hear the overwhelming show of gratitude in the sound of conch shells and thalis around me. Thank you to all those on the frontline fighting #Coronavirus Thank you @narendramodi Ji for showing us what good leadership can achieve. @narendramodi !,Madhya Pradesh
40407,22-03-2020,#SantRampalJi_CanEndCorona The Coronavirus disease is going on at the moment. It is a vry fatal disease. Its the solution can be liberated from the true devotion of Saint RampalJi Maharaj. nd theterrible diseaseslike cancer of SantRampal Ji Maharaj's followers r also being cured. ,Madhya Pradesh
40408,22-03-2020,#SantRampalJi_CanEndCorona According to the prophecy of nastradamus @SaintRampalJiM is the world guru Respected Mr.Modi  God has sent His Real Saint in India. Only Saint Rampal Ji Maharaj has the cure for this deadly Corona virus disease. Must watch sadhana channel 7:30to8:30pm ,Madhya Pradesh
40409,22-03-2020,"#SantRampalJi_CanEndCorona Prophecy of Nostradamus about World Victorious Saint. ""Under the leadership of Great Chyren India will be established as a World Religious Leader."" So please PM Modi ji talk with @SaintRampalJiM to end this Corona Virus. watch sadhana channel 7:30pm ",Madhya Pradesh
40410,22-03-2020,request @narendramodi ji to recognize the true Saint Rampal Ji Maharaj. He is the True Guru sent by God who possess the spiritual powers. He alone can end the Corona Virus pandemic. Must watch sadhana channel 7:30pm #SantRampalJi_CanEndCorona,Madhya Pradesh
40411,22-03-2020,#SantRampalJi_CanEndCorona Nostradamus has written about @SaintRampalJiM in his prophecies that a Saint from North India will establish peace all the World. Now End of the Corona Virus pandemic. Watch Sadhna channel 7:30 to 8:30pm @narendramodi @aajtak @ABPNews @ZeeNews,Madhya Pradesh
40412,22-03-2020,Thankyou my brother @jaysinghsaini Together we will defeat #CoronaVirus ,Madhya Pradesh
40413,22-03-2020,An appeal to the name of the country  name of Modi Only Saint Rampal Ji Maharaj can save our country from a terrible epidemic like Modi ji corona virus and no one else. Therefore  you are requested to contact @SaintRampalJiM @PMOIndia @aajtak @ABPNews #SantRampalJi_CanEndCorona,Madhya Pradesh
40414,22-03-2020,Together we fight with Coronavirus #lifemotivation #coronavirus #together #lifewillchange #loveyourlife #jantacirfue #who #motivation #motivationalspeaker #youtuber #motivationalvideos #sunday #worldstar #indiaâ¦ https://www.instagram.com/p/B-CQwmTFB6D/?igshid=1kfditapscvnc,Madhya Pradesh
40415,22-03-2020,Thank you @narendramodi ji for again mking us feel like we r 1 Nation  One Country  One Religion. That is India. We will fight this #Coronavirus Every prsn of India is with you. Me &amp; my Neighborhud Thank evry medical staff and workers on grnd. #5baje5minute #JantaCurfew,Madhya Pradesh
40416,22-03-2020,Go #coronavirus Go..... ,Madhya Pradesh
40417,22-03-2020,#SantRampalJi_CanEndCorona With Blessings of Supreme Saint  all all types of diseases can be controlled including coronavirus. Saint Rampal Ji Maharaj has power of Supreme God Kabir Saheb can control this pandemic. Must watch sadhana channel 7:30 to 8:30pm @narendramodi @aajtak,Madhya Pradesh
40418,22-03-2020,I have tears in my eyes as I hear the overwhelming show of gratitude in the sound of conch shells and thalis around me. Thank you to all those on the frontline fighting #Coronavirus Thank you @narendramodi Ji for showing us what good leadership can achieve. @narendramodi,Madhya Pradesh
40419,22-03-2020,Dedicating thjs tweet to all the healthcare staff of india who is engaged in fighting coronavirus(COVID19) in india. The citizens of india will always remember their sacrifices and respect their dedication towards their duty. Hope india get out of this conditions soon.,Madhya Pradesh
